,State,County,Risk_Score,Risk_Rating,IXP_Count,Region,Regional Electricity Demand,State Emissions Level,Utility Annual Energy Savings (MWh),SAIFI Major Events,CAIDI w/o Major Events,CAIDI w/ Major Events,Commercial Generation Rank,Total Generation Rank
8151,TX,Jasper County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8152,TX,Jeff Davis,18.77187400572701,Very Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8153,TX,Jeff Davis County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8154,TX,Jefferson,97.74101177219218,Relatively High,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8155,TX,Jefferson County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8156,TX,Jim Hogg,4.645243398027362,Very Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8157,TX,Jim Hogg County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8158,TX,Jim Wells,86.63697104677061,Relatively Moderate,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8159,TX,Jim Wells County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8160,TX,Johnson,90.10499522748964,Relatively Moderate,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8161,TX,Johnson County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8162,TX,Jones,47.50238625517022,Very Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8163,TX,Jones County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8164,TX,Karnes,65.22430798600064,Relatively Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8165,TX,Karnes County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8166,TX,Kaufman,76.83741648106904,Relatively Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8167,TX,Kaufman County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8168,TX,Kendall,63.79255488386891,Relatively Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8169,TX,Kendall County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8170,TX,Kenedy,7.349665924276169,Very Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8171,TX,Kenedy County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8172,TX,Kent,2.640789055042952,Very Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8173,TX,Kent County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8174,TX,Kerr,67.22876232898504,Relatively Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8175,TX,Kerr County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8176,TX,Kimble,46.03881641743557,Very Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8177,TX,Kimble County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8178,TX,King,0.763601654470251,Very Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8179,TX,King County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8180,TX,Kinney,1.55902004454343,Very Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8181,TX,Kinney County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8182,TX,Kleberg,85.65065224307986,Relatively Moderate,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8183,TX,Kleberg County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8184,TX,Knox,19.153674832962132,Very Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8185,TX,Knox County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8186,TX,La Salle,10.404072542157175,Very Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8187,TX,La Salle County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8188,TX,Lamar,82.34171174037543,Relatively Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8189,TX,Lamar County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8190,TX,Lamb,64.81069042316257,Relatively Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8191,TX,Lamb County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8192,TX,Lampasas,34.45752465797009,Very Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8193,TX,Lampasas County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8194,TX,Lavaca,72.66942411708558,Relatively Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8195,TX,Lavaca County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8196,TX,Lee,38.94368437798282,Very Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8197,TX,Lee County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8198,TX,Leon,34.64842507158766,Very Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8199,TX,Leon County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8200,TX,Liberty,91.63219853643017,Relatively Moderate,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8201,TX,Liberty County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8202,TX,Limestone,40.47088768692333,Very Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8203,TX,Limestone County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8204,TX,Lipscomb,32.962138084632514,Very Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8205,TX,Lipscomb County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8206,TX,Live Oak,33.28030544066179,Very Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8207,TX,Live Oak County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8208,TX,Llano,68.56506522430799,Relatively Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8209,TX,Llano County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8210,TX,Loving,0.031816735602927,Very Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8211,TX,Loving County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8212,TX,Lubbock,95.73655742920776,Relatively High,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8213,TX,Lubbock County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8214,TX,Lynn,40.4390709513204,Very Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8215,TX,Lynn County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8216,TX,Madison,46.42061724467069,Very Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8217,TX,Madison County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8218,TX,Marion,14.381164492523066,Very Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8219,TX,Marion County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8220,TX,Martin,21.88991409481387,Very Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8221,TX,Martin County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8222,TX,Mason,9.385937002863509,Very Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8223,TX,Mason County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8224,TX,Matagorda,89.7868278714604,Relatively Moderate,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8225,TX,Matagorda County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8226,TX,Maverick,60.165447025135215,Relatively Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8227,TX,Maverick County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8228,TX,McCulloch County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8229,TX,McLennan County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8230,TX,McMullen County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8231,TX,Mcculloch,9.990454979319122,Very Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8232,TX,Mclennan,90.391345847916,Relatively Moderate,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8233,TX,Mcmullen,1.718103722558066,Very Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8234,TX,Medina,70.95132039452751,Relatively Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8235,TX,Medina County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8236,TX,Menard,8.367801463569839,Very Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8237,TX,Menard County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8238,TX,Midland,88.38689150493158,Relatively Moderate,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8239,TX,Midland County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8240,TX,Milam,57.81100859051861,Relatively Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8241,TX,Milam County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8242,TX,Mills,6.522430798600063,Very Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8243,TX,Mills County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8244,TX,Mitchell,34.61660833598473,Very Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8245,TX,Mitchell County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8246,TX,Montague,61.056315622017166,Relatively Low,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8247,TX,Montague County,Unknown,Unknown,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8248,TX,Montgomery,96.7228762328985,Relatively High,13356.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8249,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8250,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8251,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8252,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8253,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8254,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8255,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8256,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8257,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8258,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8259,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8260,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8261,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8262,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8263,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8264,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8265,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8266,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8267,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8268,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8269,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8270,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8271,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8272,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8273,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8274,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8275,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8276,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8277,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8278,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8279,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8280,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8281,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8282,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8283,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8284,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8285,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8286,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8287,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8288,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8289,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8290,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8291,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8292,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8293,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8294,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8295,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8296,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8297,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8298,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Low,Moderate,106.1,281.5,High,High
8299,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8300,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8301,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8302,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8303,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8304,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8305,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8306,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8307,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8308,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8309,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8310,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8311,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8312,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8313,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8314,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8315,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8316,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8317,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8318,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8319,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8320,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8321,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8322,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8323,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8324,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8325,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8326,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8327,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8328,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8329,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8330,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8331,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8332,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8333,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8334,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8335,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8336,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8337,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8338,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8339,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8340,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8341,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8342,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8343,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8344,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8345,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8346,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8347,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8348,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8349,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8350,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8351,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8352,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8353,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8354,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8355,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8356,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8357,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8358,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8359,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8360,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8361,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8362,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8363,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8364,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8365,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8366,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8367,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8368,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,Moderate,Moderate,106.1,281.5,High,High
8369,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8370,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8371,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8372,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8373,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8374,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8375,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8376,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8377,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
8378,TX,Montgomery County,Unknown,Unknown,18.0,TEX,Moderate,Very High,High,Moderate,106.1,281.5,High,High
