,County,City,State,Geog_Area_Type,Gigabit_Fiber_Coverage,Business_Density
518895,Lewis County,Lewis,KY,Rural,Limited,Low
518925,Lincoln County,Lincoln,KY,Rural,Limited,Low
518955,Livingston County,Livingston,KY,Rural,Limited,Low
518985,Logan County,Logan,KY,Rural,Excellent,Low
519015,Lyon County,Lyon,KY,Rural,Limited,Low
519045,McCracken County,McCracken,KY,Rural,Moderate,Low
519075,McCreary County,McCreary,KY,Rural,Excellent,Low
519105,McLean County,McLean,KY,Rural,Moderate,Low
519135,Madison County,Madison,KY,Rural,Good,Moderate
519165,Magoffin County,Magoffin,KY,Rural,Excellent,Low
519195,Marion County,Marion,KY,Rural,Moderate,Low
519225,Marshall County,Marshall,KY,Rural,Moderate,Moderate
519255,Martin County,Martin,KY,Rural,Limited,Low
519285,Mason County,Mason,KY,Rural,Limited,Low
519315,Meade County,Meade,KY,Rural,Excellent,Low
519345,Menifee County,Menifee,KY,Rural,Excellent,Low
519375,Mercer County,Mercer,KY,Rural,Limited,Low
519405,Metcalfe County,Metcalfe,KY,Rural,Good,Low
519435,Monroe County,Monroe,KY,Rural,Moderate,Low
519465,Montgomery County,Montgomery,KY,Rural,Limited,Low
519495,Morgan County,Morgan,KY,Rural,Excellent,Low
519525,Muhlenberg County,Muhlenberg,KY,Rural,Limited,Low
519555,Nelson County,Nelson,KY,Rural,Limited,Low
519585,Nicholas County,Nicholas,KY,Rural,Limited,Low
519615,Ohio County,Ohio,KY,Rural,Limited,Low
519645,Oldham County,Oldham,KY,Rural,Excellent,Low
519675,Owen County,Owen,KY,Rural,Limited,Low
519705,Owsley County,Owsley,KY,Rural,Excellent,Low
519735,Pendleton County,Pendleton,KY,Rural,Excellent,Low
519765,Perry County,Perry,KY,Rural,Limited,Low
519795,Pike County,Pike,KY,Rural,Limited,Moderate
519825,Powell County,Powell,KY,Rural,Moderate,Low
519855,Pulaski County,Pulaski,KY,Rural,Limited,Moderate
519885,Robertson County,Robertson,KY,Rural,Limited,Low
519915,Rockcastle County,Rockcastle,KY,Rural,Limited,Low
519945,Rowan County,Rowan,KY,Rural,Good,Low
519975,Russell County,Russell,KY,Rural,Excellent,Low
520005,Scott County,Scott,KY,Rural,Limited,Low
520035,Shelby County,Shelby,KY,Rural,Limited,Low
520065,Simpson County,Simpson,KY,Rural,Good,Low
520095,Spencer County,Spencer,KY,Rural,Limited,Low
520125,Taylor County,Taylor,KY,Rural,Limited,Low
520155,Todd County,Todd,KY,Rural,Limited,Low
520185,Trigg County,Trigg,KY,Rural,Limited,Low
520215,Trimble County,Trimble,KY,Rural,Limited,Low
520245,Union County,Union,KY,Rural,Moderate,Low
520275,Warren County,Warren,KY,Rural,Excellent,Moderate
520305,Washington County,Washington,KY,Rural,Limited,Low
520335,Wayne County,Wayne,KY,Rural,Good,Low
520365,Webster County,Webster,KY,Rural,Limited,Low
520395,Whitley County,Whitley,KY,Rural,Limited,Low
520425,Wolfe County,Wolfe,KY,Rural,Excellent,Low
520455,Woodford County,Woodford,KY,Rural,Moderate,Low
520485,Acadia Parish,Acadia,LA,Rural,Limited,Moderate
520515,Allen Parish,Allen,LA,Rural,Limited,Low
520545,Ascension Parish,Ascension,LA,Rural,Excellent,Low
520575,Assumption Parish,Assumption,LA,Rural,Limited,Low
520605,Avoyelles Parish,Avoyelles,LA,Rural,Limited,Moderate
520635,Beauregard Parish,Beauregard,LA,Rural,Limited,Low
520665,Bienville Parish,Bienville,LA,Rural,Limited,Low
520695,Bossier Parish,Bossier,LA,Rural,Limited,Moderate
520725,Caddo Parish,Caddo,LA,Rural,Limited,Moderate
520755,Calcasieu Parish,Calcasieu,LA,Rural,Limited,Moderate
520785,Caldwell Parish,Caldwell,LA,Rural,Moderate,Low
520815,Cameron Parish,Cameron,LA,Rural,Limited,Low
520845,Catahoula Parish,Catahoula,LA,Rural,Moderate,Low
520875,Claiborne Parish,Claiborne,LA,Rural,Limited,Low
520905,Concordia Parish,Concordia,LA,Rural,Limited,Low
520935,De Soto Parish,De Soto,LA,Rural,Limited,Low
520965,East Baton Rouge Parish,East Baton Rouge,LA,Rural,Limited,Moderate
520995,East Carroll Parish,East Carroll,LA,Rural,Moderate,Low
521025,East Feliciana Parish,East Feliciana,LA,Rural,Limited,Moderate
521055,Evangeline Parish,Evangeline,LA,Rural,Limited,Low
521085,Franklin Parish,Franklin,LA,Rural,Moderate,Low
521115,Grant Parish,Grant,LA,Rural,Limited,Low
521145,Iberia Parish,Iberia,LA,Rural,Limited,Low
521175,Iberville Parish,Iberville,LA,Rural,Moderate,Low
521205,Jackson Parish,Jackson,LA,Rural,Limited,Low
521235,Jefferson Parish,Jefferson,LA,Rural,Moderate,Low
521265,Jefferson Davis Parish,Jefferson Davis,LA,Rural,Limited,Low
521295,Lafayette Parish,Lafayette,LA,Rural,Limited,Low
521325,Lafourche Parish,Lafourche,LA,Rural,Limited,Low
521355,LaSalle Parish,LaSalle,LA,Rural,Excellent,Low
521385,Lincoln Parish,Lincoln,LA,Rural,Limited,Low
521415,Livingston Parish,Livingston,LA,Rural,Moderate,Moderate
521445,Madison Parish,Madison,LA,Rural,Limited,Low
521475,Morehouse Parish,Morehouse,LA,Rural,Good,Low
521505,Natchitoches Parish,Natchitoches,LA,Rural,Limited,Low
521535,Orleans Parish,Orleans,LA,Rural,Limited,Low
521565,Ouachita Parish,Ouachita,LA,Rural,Limited,Moderate
521595,Plaquemines Parish,Plaquemines,LA,Rural,Limited,Low
521625,Pointe Coupee Parish,Pointe Coupee,LA,Rural,Limited,Low
521655,Rapides Parish,Rapides,LA,Rural,Limited,Moderate
521685,Red River Parish,Red River,LA,Rural,Limited,Low
521715,Richland Parish,Richland,LA,Rural,Moderate,Low
521745,Sabine Parish,Sabine,LA,Rural,Limited,Moderate
521775,St. Bernard Parish,St. Bernard,LA,Rural,Limited,Low
521805,St. Charles Parish,St. Charles,LA,Rural,Limited,Low
521835,St. Helena Parish,St. Helena,LA,Rural,Limited,Low
521865,St. James Parish,St. James,LA,Rural,Limited,Low
521895,St. John the Baptist Parish,St. John the Baptist,LA,Rural,Limited,Low
521925,St. Landry Parish,St. Landry,LA,Rural,Limited,Moderate
521955,St. Martin Parish,St. Martin,LA,Rural,Limited,Moderate
521985,St. Mary Parish,St. Mary,LA,Rural,Limited,Low
522015,St. Tammany Parish,St. Tammany,LA,Rural,Limited,Moderate
522045,Tangipahoa Parish,Tangipahoa,LA,Rural,Limited,Moderate
522075,Tensas Parish,Tensas,LA,Rural,Limited,Low
522105,Terrebonne Parish,Terrebonne,LA,Rural,Limited,Low
522135,Union Parish,Union,LA,Rural,Limited,Low
522165,Vermilion Parish,Vermilion,LA,Rural,Limited,Moderate
522195,Vernon Parish,Vernon,LA,Rural,Limited,Low
522225,Washington Parish,Washington,LA,Rural,Limited,Moderate
522255,Webster Parish,Webster,LA,Rural,Limited,Low
522285,West Baton Rouge Parish,West Baton Rouge,LA,Rural,Limited,Low
522315,West Carroll Parish,West Carroll,LA,Rural,Good,Low
522345,West Feliciana Parish,West Feliciana,LA,Rural,Limited,Low
522375,Winn Parish,Winn,LA,Rural,Limited,Low
522405,Androscoggin County,Androscoggin,ME,Rural,Limited,Moderate
522435,Aroostook County,Aroostook,ME,Rural,Limited,Moderate
522465,Cumberland County,Cumberland,ME,Rural,Limited,High
522495,Franklin County,Franklin,ME,Rural,Limited,Moderate
522525,Hancock County,Hancock,ME,Rural,Limited,Moderate
522555,Kennebec County,Kennebec,ME,Rural,Limited,Moderate
522585,Knox County,Knox,ME,Rural,Limited,Moderate
522615,Lincoln County,Lincoln,ME,Rural,Limited,Moderate
522645,Oxford County,Oxford,ME,Rural,Limited,Moderate
522675,Penobscot County,Penobscot,ME,Rural,Limited,Moderate
522705,Piscataquis County,Piscataquis,ME,Rural,Good,Moderate
522735,Sagadahoc County,Sagadahoc,ME,Rural,Limited,Low
522765,Somerset County,Somerset,ME,Rural,Moderate,Moderate
522795,Waldo County,Waldo,ME,Rural,Limited,Moderate
522825,Washington County,Washington,ME,Rural,Limited,Moderate
522855,York County,York,ME,Rural,Limited,High
522885,Allegany County,Allegany,MD,Rural,Limited,Low
522915,Anne Arundel County,Anne Arundel,MD,Rural,Limited,Moderate
522945,Baltimore County,Baltimore,MD,Rural,Limited,Moderate
522975,Calvert County,Calvert,MD,Rural,Limited,Moderate
523005,Caroline County,Caroline,MD,Rural,Moderate,Low
523035,Carroll County,Carroll,MD,Rural,Limited,Moderate
523065,Cecil County,Cecil,MD,Rural,Limited,Moderate
523095,Charles County,Charles,MD,Rural,Limited,Moderate
523125,Dorchester County,Dorchester,MD,Rural,Limited,Low
523155,Frederick County,Frederick,MD,Rural,Limited,Moderate
523185,Garrett County,Garrett,MD,Rural,Moderate,Moderate
523215,Harford County,Harford,MD,Rural,Limited,Moderate
523245,Howard County,Howard,MD,Rural,Limited,Low
523275,Kent County,Kent,MD,Rural,Good,Low
523305,Montgomery County,Montgomery,MD,Rural,Limited,Moderate
523335,Prince George's County,Prince George's,MD,Rural,Limited,Moderate
523365,Queen Anne's County,Queen Anne's,MD,Rural,Good,Low
523395,St. Mary's County,St. Mary's,MD,Rural,Limited,Moderate
523425,Somerset County,Somerset,MD,Rural,Limited,Low
523455,Talbot County,Talbot,MD,Rural,Moderate,Low
523485,Washington County,Washington,MD,Rural,Limited,Moderate
523515,Wicomico County,Wicomico,MD,Rural,Limited,Low
523545,Worcester County,Worcester,MD,Rural,Moderate,Low
523575,Barnstable County,Barnstable,MA,Rural,Limited,Low
523605,Berkshire County,Berkshire,MA,Rural,Limited,Moderate
523635,Bristol County,Bristol,MA,Rural,Limited,Moderate
523665,Dukes County,Dukes,MA,Rural,Limited,Low
523695,Essex County,Essex,MA,Rural,Limited,Moderate
523725,Franklin County,Franklin,MA,Rural,Moderate,Moderate
523755,Hampden County,Hampden,MA,Rural,Limited,Moderate
523785,Hampshire County,Hampshire,MA,Rural,Limited,Moderate
523815,Middlesex County,Middlesex,MA,Rural,Limited,Moderate
523845,Nantucket County,Nantucket,MA,Rural,Limited,Low
523875,Norfolk County,Norfolk,MA,Rural,Limited,Low
523905,Plymouth County,Plymouth,MA,Rural,Limited,Moderate
523935,Suffolk County,Suffolk,MA,Rural,Limited,Low
523965,Worcester County,Worcester,MA,Rural,Limited,High
523995,Alcona County,Alcona,MI,Rural,Limited,Low
524025,Alger County,Alger,MI,Rural,Limited,Low
524055,Allegan County,Allegan,MI,Rural,Limited,Moderate
524085,Alpena County,Alpena,MI,Rural,Limited,Low
524115,Antrim County,Antrim,MI,Rural,Limited,Moderate
524145,Arenac County,Arenac,MI,Rural,Limited,Low
524175,Baraga County,Baraga,MI,Rural,Good,Low
524205,Barry County,Barry,MI,Rural,Limited,Moderate
524235,Bay County,Bay,MI,Rural,Limited,Moderate
524265,Benzie County,Benzie,MI,Rural,Limited,Low
524295,Berrien County,Berrien,MI,Rural,Limited,Moderate
524325,Branch County,Branch,MI,Rural,Limited,Moderate
524355,Calhoun County,Calhoun,MI,Rural,Limited,Moderate
524385,Cass County,Cass,MI,Rural,Good,Moderate
524415,Charlevoix County,Charlevoix,MI,Rural,Limited,Low
524445,Cheboygan County,Cheboygan,MI,Rural,Good,Moderate
524475,Chippewa County,Chippewa,MI,Rural,Limited,Moderate
524505,Clare County,Clare,MI,Rural,Limited,Moderate
524535,Clinton County,Clinton,MI,Rural,Moderate,Moderate
524565,Crawford County,Crawford,MI,Rural,Limited,Low
524595,Delta County,Delta,MI,Rural,Good,Low
524625,Dickinson County,Dickinson,MI,Rural,Limited,Low
524655,Eaton County,Eaton,MI,Rural,Limited,Moderate
524685,Emmet County,Emmet,MI,Rural,Limited,Low
524715,Genesee County,Genesee,MI,Rural,Limited,Moderate
524745,Gladwin County,Gladwin,MI,Rural,Limited,Moderate
524775,Gogebic County,Gogebic,MI,Rural,Limited,Low
524805,Grand Traverse County,Grand Traverse,MI,Rural,Limited,Moderate
524835,Gratiot County,Gratiot,MI,Rural,Moderate,Low
524865,Hillsdale County,Hillsdale,MI,Rural,Limited,Moderate
524895,Houghton County,Houghton,MI,Rural,Limited,Low
524925,Huron County,Huron,MI,Rural,Limited,Moderate
524955,Ingham County,Ingham,MI,Rural,Limited,Moderate
524985,Ionia County,Ionia,MI,Rural,Moderate,Moderate
525015,Iosco County,Iosco,MI,Rural,Limited,Low
525045,Iron County,Iron,MI,Rural,Limited,Low
525075,Isabella County,Isabella,MI,Rural,Good,Moderate
525105,Jackson County,Jackson,MI,Rural,Limited,Moderate
525135,Kalamazoo County,Kalamazoo,MI,Rural,Limited,Moderate
525165,Kalkaska County,Kalkaska,MI,Rural,Limited,Low
525195,Kent County,Kent,MI,Rural,Limited,High
525225,Keweenaw County,Keweenaw,MI,Rural,Limited,Low
525255,Lake County,Lake,MI,Rural,Limited,Low
525285,Lapeer County,Lapeer,MI,Rural,Limited,Moderate
525315,Leelanau County,Leelanau,MI,Rural,Moderate,Moderate
525345,Lenawee County,Lenawee,MI,Rural,Moderate,Moderate
525375,Livingston County,Livingston,MI,Rural,Moderate,Moderate
525405,Luce County,Luce,MI,Rural,Limited,Low
525435,Mackinac County,Mackinac,MI,Rural,Moderate,Low
525465,Macomb County,Macomb,MI,Rural,Limited,Moderate
525495,Manistee County,Manistee,MI,Rural,Limited,Low
525525,Marquette County,Marquette,MI,Rural,Limited,Moderate
525555,Mason County,Mason,MI,Rural,Limited,Low
525585,Mecosta County,Mecosta,MI,Rural,Moderate,Moderate
525615,Menominee County,Menominee,MI,Rural,Excellent,Low
525645,Midland County,Midland,MI,Rural,Limited,Moderate
525675,Missaukee County,Missaukee,MI,Rural,Limited,Low
525705,Monroe County,Monroe,MI,Rural,Limited,Moderate
525735,Montcalm County,Montcalm,MI,Rural,Moderate,Moderate
525765,Montmorency County,Montmorency,MI,Rural,Limited,Low
525795,Muskegon County,Muskegon,MI,Rural,Limited,Moderate
525825,Newaygo County,Newaygo,MI,Rural,Limited,Moderate
525855,Oakland County,Oakland,MI,Rural,Limited,Moderate
525885,Oceana County,Oceana,MI,Rural,Limited,Moderate
525915,Ogemaw County,Ogemaw,MI,Rural,Limited,Moderate
525945,Ontonagon County,Ontonagon,MI,Rural,Limited,Low
525975,Osceola County,Osceola,MI,Rural,Limited,Low
526005,Oscoda County,Oscoda,MI,Rural,Limited,Low
526035,Otsego County,Otsego,MI,Rural,Limited,Low
526065,Ottawa County,Ottawa,MI,Rural,Moderate,Moderate
526095,Presque Isle County,Presque Isle,MI,Rural,Moderate,Low
526125,Roscommon County,Roscommon,MI,Rural,Limited,Low
526155,Saginaw County,Saginaw,MI,Rural,Limited,Moderate
526185,St. Clair County,St. Clair,MI,Rural,Limited,Moderate
526215,St. Joseph County,St. Joseph,MI,Rural,Moderate,Moderate
526245,Sanilac County,Sanilac,MI,Rural,Good,Moderate
526275,Schoolcraft County,Schoolcraft,MI,Rural,Moderate,Low
526305,Shiawassee County,Shiawassee,MI,Rural,Limited,Moderate
526335,Tuscola County,Tuscola,MI,Rural,Moderate,Moderate
526365,Van Buren County,Van Buren,MI,Rural,Good,Moderate
526395,Washtenaw County,Washtenaw,MI,Rural,Limited,Moderate
526425,Wayne County,Wayne,MI,Rural,Limited,Low
526455,Wexford County,Wexford,MI,Rural,Limited,Low
526485,Aitkin County,Aitkin,MN,Rural,Good,Moderate
526515,Anoka County,Anoka,MN,Rural,Limited,Moderate
526545,Becker County,Becker,MN,Rural,Good,Moderate
526575,Beltrami County,Beltrami,MN,Rural,Excellent,Moderate
526605,Benton County,Benton,MN,Rural,Limited,Low
526635,Big Stone County,Big Stone,MN,Rural,Moderate,Low
526665,Blue Earth County,Blue Earth,MN,Rural,Limited,Low
526695,Brown County,Brown,MN,Rural,Good,Low
526725,Carlton County,Carlton,MN,Rural,Limited,Low
526755,Carver County,Carver,MN,Rural,Good,Low
526785,Cass County,Cass,MN,Rural,Moderate,Moderate
526815,Chippewa County,Chippewa,MN,Rural,Moderate,Low
526845,Chisago County,Chisago,MN,Rural,Limited,Moderate
526875,Clay County,Clay,MN,Rural,Good,Low
526905,Clearwater County,Clearwater,MN,Rural,Excellent,Low
526935,Cook County,Cook,MN,Rural,Excellent,Low
526965,Cottonwood County,Cottonwood,MN,Rural,Moderate,Low
526995,Crow Wing County,Crow Wing,MN,Rural,Good,Moderate
527025,Dakota County,Dakota,MN,Rural,Limited,Low
527055,Dodge County,Dodge,MN,Rural,Excellent,Low
527085,Douglas County,Douglas,MN,Rural,Good,Low
527115,Faribault County,Faribault,MN,Rural,Excellent,Low
527145,Fillmore County,Fillmore,MN,Rural,Moderate,Low
527175,Freeborn County,Freeborn,MN,Rural,Good,Low
527205,Goodhue County,Goodhue,MN,Rural,Good,Moderate
527235,Grant County,Grant,MN,Rural,Excellent,Low
527265,Hennepin County,Hennepin,MN,Rural,Limited,Low
527295,Houston County,Houston,MN,Rural,Moderate,Low
527325,Hubbard County,Hubbard,MN,Rural,Good,Moderate
527355,Isanti County,Isanti,MN,Rural,Moderate,Low
527385,Itasca County,Itasca,MN,Rural,Excellent,Moderate
527415,Jackson County,Jackson,MN,Rural,Good,Low
527445,Kanabec County,Kanabec,MN,Rural,Moderate,Low
527475,Kandiyohi County,Kandiyohi,MN,Rural,Moderate,Low
527505,Kittson County,Kittson,MN,Rural,Excellent,Low
527535,Koochiching County,Koochiching,MN,Rural,Moderate,Low
527565,Lac qui Parle County,Lac qui Parle,MN,Rural,Excellent,Low
527595,Lake County,Lake,MN,Rural,Excellent,Low
527625,Lake of the Woods County,Lake of the Woods,MN,Rural,Moderate,Low
527655,Le Sueur County,Le Sueur,MN,Rural,Moderate,Low
527685,Lincoln County,Lincoln,MN,Rural,Excellent,Low
527715,Lyon County,Lyon,MN,Rural,Limited,Low
527745,McLeod County,McLeod,MN,Rural,Moderate,Low
527775,Mahnomen County,Mahnomen,MN,Rural,Good,Low
527805,Marshall County,Marshall,MN,Rural,Excellent,Low
527835,Martin County,Martin,MN,Rural,Moderate,Low
527865,Meeker County,Meeker,MN,Rural,Good,Low
527895,Mille Lacs County,Mille Lacs,MN,Rural,Limited,Low
527925,Morrison County,Morrison,MN,Rural,Good,Low
527955,Mower County,Mower,MN,Rural,Good,Low
527985,Murray County,Murray,MN,Rural,Limited,Low
528015,Nicollet County,Nicollet,MN,Rural,Moderate,Low
528045,Nobles County,Nobles,MN,Rural,Moderate,Low
528075,Norman County,Norman,MN,Rural,Moderate,Low
528105,Olmsted County,Olmsted,MN,Rural,Good,Low
528135,Otter Tail County,Otter Tail,MN,Rural,Moderate,Moderate
528165,Pennington County,Pennington,MN,Rural,Excellent,Low
528195,Pine County,Pine,MN,Rural,Moderate,Moderate
528225,Pipestone County,Pipestone,MN,Rural,Moderate,Low
528255,Polk County,Polk,MN,Rural,Excellent,Low
528285,Pope County,Pope,MN,Rural,Excellent,Low
528315,Ramsey County,Ramsey,MN,Rural,Limited,Low
528345,Red Lake County,Red Lake,MN,Rural,Excellent,Low
528375,Redwood County,Redwood,MN,Rural,Good,Low
528405,Renville County,Renville,MN,Rural,Moderate,Low
528435,Rice County,Rice,MN,Rural,Good,Low
528465,Rock County,Rock,MN,Rural,Excellent,Low
528495,Roseau County,Roseau,MN,Rural,Excellent,Low
528525,St. Louis County,St. Louis,MN,Rural,Moderate,High
528555,Scott County,Scott,MN,Rural,Good,Low
528585,Sherburne County,Sherburne,MN,Rural,Moderate,Moderate
528615,Sibley County,Sibley,MN,Rural,Good,Low
528645,Stearns County,Stearns,MN,Rural,Good,Moderate
528675,Steele County,Steele,MN,Rural,Good,Low
528705,Stevens County,Stevens,MN,Rural,Excellent,Low
528735,Swift County,Swift,MN,Rural,Good,Low
528765,Todd County,Todd,MN,Rural,Moderate,Moderate
528795,Traverse County,Traverse,MN,Rural,Moderate,Low
528825,Wabasha County,Wabasha,MN,Rural,Good,Low
528855,Wadena County,Wadena,MN,Rural,Excellent,Low
528885,Waseca County,Waseca,MN,Rural,Moderate,Low
528915,Washington County,Washington,MN,Rural,Limited,Moderate
528945,Watonwan County,Watonwan,MN,Rural,Limited,Low
528975,Wilkin County,Wilkin,MN,Rural,Excellent,Low
529005,Winona County,Winona,MN,Rural,Moderate,Low
529035,Wright County,Wright,MN,Rural,Limited,Moderate
529065,Yellow Medicine County,Yellow Medicine,MN,Rural,Limited,Low
529095,Adams County,Adams,MS,Rural,Limited,Low
529125,Alcorn County,Alcorn,MS,Rural,Excellent,Low
529155,Amite County,Amite,MS,Rural,Limited,Low
529185,Attala County,Attala,MS,Rural,Limited,Low
529215,Benton County,Benton,MS,Rural,Limited,Low
529245,Bolivar County,Bolivar,MS,Rural,Limited,Low
529275,Calhoun County,Calhoun,MS,Rural,Good,Low
529305,Carroll County,Carroll,MS,Rural,Excellent,Low
529335,Chickasaw County,Chickasaw,MS,Rural,Good,Low
529365,Choctaw County,Choctaw,MS,Rural,Good,Low
529395,Claiborne County,Claiborne,MS,Rural,Limited,Low
529425,Clarke County,Clarke,MS,Rural,Excellent,Low
529455,Clay County,Clay,MS,Rural,Limited,Low
529485,Coahoma County,Coahoma,MS,Rural,Limited,Low
529515,Copiah County,Copiah,MS,Rural,Limited,Low
529545,Covington County,Covington,MS,Rural,Moderate,Low
529575,DeSoto County,DeSoto,MS,Rural,Good,Moderate
529605,Forrest County,Forrest,MS,Rural,Good,Low
529635,Franklin County,Franklin,MS,Rural,Moderate,Low
529665,George County,George,MS,Rural,Excellent,Low
529695,Greene County,Greene,MS,Rural,Excellent,Low
529725,Grenada County,Grenada,MS,Rural,Moderate,Low
529755,Hancock County,Hancock,MS,Rural,Excellent,Low
529785,Harrison County,Harrison,MS,Rural,Excellent,Moderate
529815,Hinds County,Hinds,MS,Rural,Limited,Moderate
529845,Holmes County,Holmes,MS,Rural,Limited,Low
529875,Humphreys County,Humphreys,MS,Rural,Moderate,Low
529905,Issaquena County,Issaquena,MS,Rural,Limited,Low
529935,Itawamba County,Itawamba,MS,Rural,Moderate,Low
529965,Jackson County,Jackson,MS,Rural,Good,Moderate
529995,Jasper County,Jasper,MS,Rural,Limited,Low
530025,Jefferson County,Jefferson,MS,Rural,Limited,Low
530055,Jefferson Davis County,Jefferson Davis,MS,Rural,Moderate,Low
530085,Jones County,Jones,MS,Rural,Excellent,Moderate
530115,Kemper County,Kemper,MS,Rural,Excellent,Low
530145,Lafayette County,Lafayette,MS,Rural,Good,Low
530175,Lamar County,Lamar,MS,Rural,Moderate,Moderate
530205,Lauderdale County,Lauderdale,MS,Rural,Excellent,Moderate
530235,Lawrence County,Lawrence,MS,Rural,Limited,Low
530265,Leake County,Leake,MS,Rural,Moderate,Low
530295,Lee County,Lee,MS,Rural,Moderate,Moderate
530325,Leflore County,Leflore,MS,Rural,Good,Low
530355,Lincoln County,Lincoln,MS,Rural,Limited,Low
530385,Lowndes County,Lowndes,MS,Rural,Good,Moderate
530415,Madison County,Madison,MS,Rural,Good,Moderate
530445,Marion County,Marion,MS,Rural,Excellent,Low
530475,Marshall County,Marshall,MS,Rural,Good,Moderate
530505,Monroe County,Monroe,MS,Rural,Good,Moderate
530535,Montgomery County,Montgomery,MS,Rural,Good,Low
530565,Neshoba County,Neshoba,MS,Rural,Limited,Low
530595,Newton County,Newton,MS,Rural,Limited,Low
530625,Noxubee County,Noxubee,MS,Rural,Moderate,Low
530655,Oktibbeha County,Oktibbeha,MS,Rural,Moderate,Low
530685,Panola County,Panola,MS,Rural,Good,Low
530715,Pearl River County,Pearl River,MS,Rural,Excellent,Moderate
530745,Perry County,Perry,MS,Rural,Excellent,Low
530775,Pike County,Pike,MS,Rural,Limited,Low
530805,Pontotoc County,Pontotoc,MS,Rural,Good,Moderate
530835,Prentiss County,Prentiss,MS,Rural,Excellent,Low
530865,Quitman County,Quitman,MS,Rural,Limited,Low
530895,Rankin County,Rankin,MS,Rural,Moderate,Moderate
530925,Scott County,Scott,MS,Rural,Moderate,Moderate
530955,Sharkey County,Sharkey,MS,Rural,Moderate,Low
530985,Simpson County,Simpson,MS,Rural,Limited,Low
531015,Smith County,Smith,MS,Rural,Limited,Low
531045,Stone County,Stone,MS,Rural,Excellent,Low
531075,Sunflower County,Sunflower,MS,Rural,Limited,Low
531105,Tallahatchie County,Tallahatchie,MS,Rural,Moderate,Low
531135,Tate County,Tate,MS,Rural,Good,Low
531165,Tippah County,Tippah,MS,Rural,Limited,Low
531195,Tishomingo County,Tishomingo,MS,Rural,Excellent,Low
531225,Tunica County,Tunica,MS,Rural,Limited,Low
531255,Union County,Union,MS,Rural,Good,Low
531285,Walthall County,Walthall,MS,Rural,Moderate,Low
531315,Warren County,Warren,MS,Rural,Limited,Low
531345,Washington County,Washington,MS,Rural,Limited,Low
531375,Wayne County,Wayne,MS,Rural,Excellent,Low
531405,Webster County,Webster,MS,Rural,Excellent,Low
531435,Wilkinson County,Wilkinson,MS,Rural,Limited,Low
531465,Winston County,Winston,MS,Rural,Good,Low
531495,Yalobusha County,Yalobusha,MS,Rural,Good,Low
531525,Yazoo County,Yazoo,MS,Rural,Limited,Low
531555,Adair County,Adair,MO,Rural,Moderate,Low
531585,Andrew County,Andrew,MO,Rural,Excellent,Low
531615,Atchison County,Atchison,MO,Rural,Good,Low
531645,Audrain County,Audrain,MO,Rural,Moderate,Low
531675,Barry County,Barry,MO,Rural,Good,Moderate
531705,Barton County,Barton,MO,Rural,Limited,Low
531735,Bates County,Bates,MO,Rural,Good,Low
531765,Benton County,Benton,MO,Rural,Good,Moderate
531795,Bollinger County,Bollinger,MO,Rural,Limited,Low
531825,Boone County,Boone,MO,Rural,Good,Moderate
531855,Buchanan County,Buchanan,MO,Rural,Good,Low
531885,Butler County,Butler,MO,Rural,Limited,Low
531915,Caldwell County,Caldwell,MO,Rural,Moderate,Low
531945,Callaway County,Callaway,MO,Rural,Excellent,Low
531975,Camden County,Camden,MO,Rural,Good,Moderate
532005,Cape Girardeau County,Cape Girardeau,MO,Rural,Limited,Low
532035,Carroll County,Carroll,MO,Rural,Moderate,Low
532065,Carter County,Carter,MO,Rural,Limited,Low
532095,Cass County,Cass,MO,Rural,Moderate,Moderate
532125,Cedar County,Cedar,MO,Rural,Excellent,Low
532155,Chariton County,Chariton,MO,Rural,Limited,Low
532185,Christian County,Christian,MO,Rural,Moderate,Moderate
532215,Clark County,Clark,MO,Rural,Moderate,Low
532245,Clay County,Clay,MO,Rural,Good,Low
532275,Clinton County,Clinton,MO,Rural,Excellent,Low
532305,Cole County,Cole,MO,Rural,Moderate,Low
532335,Cooper County,Cooper,MO,Rural,Excellent,Low
532365,Crawford County,Crawford,MO,Rural,Limited,Low
532395,Dade County,Dade,MO,Rural,Limited,Low
532425,Dallas County,Dallas,MO,Rural,Moderate,Low
532455,Daviess County,Daviess,MO,Rural,Limited,Low
532485,DeKalb County,DeKalb,MO,Rural,Excellent,Low
532515,Dent County,Dent,MO,Rural,Limited,Low
532545,Douglas County,Douglas,MO,Rural,Limited,Low
532575,Dunklin County,Dunklin,MO,Rural,Moderate,Low
532605,Franklin County,Franklin,MO,Rural,Limited,Moderate
532635,Gasconade County,Gasconade,MO,Rural,Moderate,Low
532665,Gentry County,Gentry,MO,Rural,Excellent,Low
532695,Greene County,Greene,MO,Rural,Moderate,Moderate
532725,Grundy County,Grundy,MO,Rural,Good,Low
532755,Harrison County,Harrison,MO,Rural,Excellent,Low
532785,Henry County,Henry,MO,Rural,Good,Low
532815,Hickory County,Hickory,MO,Rural,Limited,Low
532845,Holt County,Holt,MO,Rural,Good,Low
532875,Howard County,Howard,MO,Rural,Good,Low
532905,Howell County,Howell,MO,Rural,Limited,Moderate
532935,Iron County,Iron,MO,Rural,Limited,Low
532965,Jackson County,Jackson,MO,Rural,Limited,Moderate
532995,Jasper County,Jasper,MO,Rural,Limited,Low
